folder,best_frame_1,best_frame_2,diff_image,temporal_count,analysis_image,decoded_text,success,method,note
nagaoka_B14,frame_00001.png,frame_00002.png,nagaoka_B14\rgb_max_diff_maps\00001-00002-FRAME_rgbmax_scale1.00.png,10,median_eval_analysis\nagaoka_B14\frame_00001-frame_00002_ng_temporal_decode_fallback_decode_.png,,0,temporal_decode失敗|fallback_decode失敗,QR未検出
nagaoka_G6,frame_00102.png,frame_00103.png,nagaoka_G6\rgb_max_diff_maps\00102-00103-FRAME_rgbmax_scale1.00.png,17,median_eval_analysis\nagaoka_G6\frame_00102-frame_00103_ng_temporal_decode_fallback_decode_.png,,0,temporal_decode失敗|fallback_decode失敗,QR未検出
nagaoka_G10,frame_00002.png,frame_00003.png,nagaoka_G10\rgb_max_diff_maps\00002-00003-FRAME_rgbmax_scale1.00.png,11,median_eval_analysis\nagaoka_G10\frame_00002-frame_00003_ng_temporal_decode_fallback_decode_.png,,0,temporal_decode失敗|fallback_decode失敗,QR未検出
nagaoka_G14,frame_00112.png,frame_00113.png,nagaoka_G14\rgb_max_diff_maps\00112-00113-FRAME_rgbmax_scale1.00.png,15,median_eval_analysis\nagaoka_G14\frame_00112-frame_00113_ng_temporal_decode_fallback_decode_.png,,0,temporal_decode失敗|fallback_decode失敗,QR未検出
nagaoka_I6,frame_00106.png,frame_00107.png,nagaoka_I6\rgb_max_diff_maps\00106-00107-FRAME_rgbmax_scale1.00.png,17,median_eval_analysis\nagaoka_I6\frame_00106-frame_00107_ng_temporal_decode_fallback_decode_.png,,0,temporal_decode失敗|fallback_decode失敗,QR未検出
nagaoka_I10,frame_00095.png,frame_00096.png,nagaoka_I10\rgb_max_diff_maps\00095-00096-FRAME_rgbmax_scale1.00.png,17,median_eval_analysis\nagaoka_I10\frame_00095-frame_00096_ng_temporal_decode_fallback_decode_.png,,0,temporal_decode失敗|fallback_decode失敗,QR未検出
nagaoka_I14,frame_00080.png,frame_00081.png,nagaoka_I14\rgb_max_diff_maps\00080-00081-FRAME_rgbmax_scale1.00.png,17,median_eval_analysis\nagaoka_I14\frame_00080-frame_00081_ng_temporal_decode_fallback_decode_.png,,0,temporal_decode失敗|fallback_decode失敗,QR未検出
nagaoka_R6,frame_00054.png,frame_00055.png,nagaoka_R6\rgb_max_diff_maps\00054-00055-FRAME_rgbmax_scale1.00.png,17,median_eval_analysis\nagaoka_R6\frame_00054-frame_00055_ng_temporal_decode_fallback_decode_.png,,0,temporal_decode失敗|fallback_decode失敗,QR未検出
nagaoka_R10,frame_00101.png,frame_00102.png,nagaoka_R10\rgb_max_diff_maps\00101-00102-FRAME_rgbmax_scale1.00.png,17,median_eval_analysis\nagaoka_R10\frame_00101-frame_00102_ng_temporal_decode_fallback_decode_.png,,0,temporal_decode失敗|fallback_decode失敗,QR未検出
nagaoka_R14,frame_00027.png,frame_00028.png,nagaoka_R14\rgb_max_diff_maps\00027-00028-FRAME_rgbmax_scale1.00.png,17,median_eval_analysis\nagaoka_R14\frame_00027-frame_00028_ng_temporal_decode_fallback_decode_.png,,0,temporal_decode失敗|fallback_decode失敗,QR未検出
nagaoka_X6,frame_00107.png,frame_00108.png,nagaoka_X6\rgb_max_diff_maps\00107-00108-FRAME_rgbmax_scale1.00.png,17,median_eval_analysis\nagaoka_X6\frame_00107-frame_00108_ng_temporal_decode_fallback_decode_.png,,0,temporal_decode失敗|fallback_decode失敗,QR未検出
nagaoka_X10,frame_00118.png,frame_00119.png,nagaoka_X10\rgb_max_diff_maps\00118-00119-FRAME_rgbmax_scale1.00.png,9,median_eval_analysis\nagaoka_X10\frame_00118-frame_00119_ng_temporal_decode_fallback_decode_.png,,0,temporal_decode失敗|fallback_decode失敗,QR未検出
nagaoka_X14,frame_00002.png,frame_00003.png,nagaoka_X14\rgb_max_diff_maps\00002-00003-FRAME_rgbmax_scale1.00.png,11,median_eval_analysis\nagaoka_X14\frame_00002-frame_00003_ng_temporal_decode_fallback_decode_.png,,0,temporal_decode失敗|fallback_decode失敗,QR未検出
rice_B6,frame_00103.png,frame_00104.png,rice_B6\rgb_max_diff_maps\00103-00104-FRAME_rgbmax_scale1.00.png,17,median_eval_analysis\rice_B6\frame_00103-frame_00104_ng_temporal_decode_fallback_decode_.png,,0,temporal_decode失敗|fallback_decode失敗,QR未検出
rice_B10,frame_00046.png,frame_00047.png,rice_B10\rgb_max_diff_maps\00046-00047-FRAME_rgbmax_scale1.00.png,17,median_eval_analysis\rice_B10\frame_00046-frame_00047_ng_temporal_decode_fallback_decode_.png,,0,temporal_decode失敗|fallback_decode失敗,QR未検出
rice_B14,frame_00102.png,frame_00103.png,rice_B14\rgb_max_diff_maps\00102-00103-FRAME_rgbmax_scale1.00.png,17,median_eval_analysis\rice_B14\frame_00102-frame_00103_ng_temporal_decode_fallback_decode_.png,,0,temporal_decode失敗|fallback_decode失敗,QR未検出
rice_G6,frame_00051.png,frame_00052.png,rice_G6\rgb_max_diff_maps\00051-00052-FRAME_rgbmax_scale1.00.png,17,median_eval_analysis\rice_G6\frame_00051-frame_00052_ng_temporal_decode_fallback_decode_.png,,0,temporal_decode失敗|fallback_decode失敗,QR未検出
rice_G10,frame_00071.png,frame_00072.png,rice_G10\rgb_max_diff_maps\00071-00072-FRAME_rgbmax_scale1.00.png,17,median_eval_analysis\rice_G10\frame_00071-frame_00072_ng_temporal_decode_fallback_decode_.png,,0,temporal_decode失敗|fallback_decode失敗,QR未検出
rice_G14,frame_00108.png,frame_00109.png,rice_G14\rgb_max_diff_maps\00108-00109-FRAME_rgbmax_scale1.00.png,17,median_eval_analysis\rice_G14\frame_00108-frame_00109_ng_temporal_decode_fallback_decode_.png,,0,temporal_decode失敗|fallback_decode失敗,QR未検出
rice_I6,frame_00082.png,frame_00083.png,rice_I6\rgb_max_diff_maps\00082-00083-FRAME_rgbmax_scale1.00.png,17,median_eval_analysis\rice_I6\frame_00082-frame_00083_ng_temporal_decode_fallback_decode_.png,,0,temporal_decode失敗|fallback_decode失敗,QR未検出
rice_I10,frame_00097.png,frame_00098.png,rice_I10\rgb_max_diff_maps\00097-00098-FRAME_rgbmax_scale1.00.png,17,median_eval_analysis\rice_I10\frame_00097-frame_00098_ng_temporal_decode_fallback_decode_.png,,0,temporal_decode失敗|fallback_decode失敗,QR未検出
rice_I14,frame_00114.png,frame_00115.png,rice_I14\rgb_max_diff_maps\00114-00115-FRAME_rgbmax_scale1.00.png,13,median_eval_analysis\rice_I14\frame_00114-frame_00115_ng_temporal_decode_fallback_decode_.png,,0,temporal_decode失敗|fallback_decode失敗,QR未検出
rice_R6,frame_00083.png,frame_00084.png,rice_R6\rgb_max_diff_maps\00083-00084-FRAME_rgbmax_scale1.00.png,17,median_eval_analysis\rice_R6\frame_00083-frame_00084_ng_temporal_decode_fallback_decode_.png,,0,temporal_decode失敗|fallback_decode失敗,QR未検出
rice_R10,frame_00005.png,frame_00006.png,rice_R10\rgb_max_diff_maps\00005-00006-FRAME_rgbmax_scale1.00.png,14,median_eval_analysis\rice_R10\frame_00005-frame_00006_ng_temporal_decode_fallback_decode_.png,,0,temporal_decode失敗|fallback_decode失敗,QR未検出
rice_R14,frame_00039.png,frame_00040.png,rice_R14\rgb_max_diff_maps\00039-00040-FRAME_rgbmax_scale1.00.png,17,median_eval_analysis\rice_R14\frame_00039-frame_00040_ok_temporal_decode_fallback_gray_x1.0_k5_i1.png,https://www.nagaoka-ct.ac.jp,1,temporal_decode失敗|fallback_gray_x1.0_k5_i1,
rice_X6,frame_00016.png,frame_00017.png,rice_X6\rgb_max_diff_maps\00016-00017-FRAME_rgbmax_scale1.00.png,17,median_eval_analysis\rice_X6\frame_00016-frame_00017_ng_temporal_decode_fallback_decode_.png,,0,temporal_decode失敗|fallback_decode失敗,QR未検出
rice_X10,frame_00039.png,frame_00040.png,rice_X10\rgb_max_diff_maps\00039-00040-FRAME_rgbmax_scale1.00.png,17,median_eval_analysis\rice_X10\frame_00039-frame_00040_ng_temporal_decode_fallback_decode_.png,,0,temporal_decode失敗|fallback_decode失敗,QR未検出
rice_X14,frame_00118.png,frame_00119.png,rice_X14\rgb_max_diff_maps\00118-00119-FRAME_rgbmax_scale1.00.png,9,median_eval_analysis\rice_X14\frame_00118-frame_00119_ok_temporal_vote_n9_gray_x1.0_k5_i1.png,https://www.nagaoka-ct.ac.jp,1,temporal_vote_n9_gray_x1.0_k5_i1,
